id,location_info,location_href,main_text,hastag,like,date_text,user_id,Posts,Followers,user_profile
samdamong,김천 직지사,https://www.instagram.com/explore/locations/246949217/,samdamong #김천모텔맛집 다양한 침실 내집같은 잠자리 💤💤 🙏 주인이 직접 청소하고 관리!! 🙏 최고의 시설!! 최상의 컨디션!! 🙏 가보면 또 가게되는 잠자리맛집!! ㆍ ㆍ ⭐ 체육경기 관련 선수단환영👌 ⭐ 각종 세미나 관련 단체예약환영👌 ⭐ 김천여행 단체손님환영👌 ⭐ 예약문의 054) 434-8007👌 ㆍ ㆍ #단체손님 #단체손님환영 #선수단환영 #선수단숙소추천 #선수단숙소 #김천핫플 #김천여행 #김천직지사 #김천숙박 #김천 #김천모텔 #김천숙박 #김천모텔추천 #김천힐링모텔 #김천맛집 #김천맛집투어 #김천맛집근처숙박 #힐링모텔 #김천출장 #김천세탁맛집 #김천무인텔 #힐링무인텔 #서비스맛집 #세탁세제맛집 #대용량세탁세제 #프리미엄세탁세제 #오보에세탁세제 #오보에김천 #오보에스타그램 100주,"['김천모텔맛집', '단체손님', '단체손님환영', '선수단환영', '선수단숙소추천', '선수단숙소', '김천핫플', '김천여행', '김천직지사', '김천숙박', '김천', '김천모텔', '김천숙박', '김천모텔추천', '김천힐링모텔', '김천맛집', '김천맛집투어', '김천맛집근처숙박', '힐링모텔', '김천출장', '김천세탁맛집', '김천무인텔', '힐링무인텔', '서비스맛집', '세탁세제맛집', '대용량세탁세제', '프리미엄세탁세제', '오보에세탁세제', '오보에김천', '오보에스타그램']",28,2019년 12월 8일,,,,
samdamong,Gimcheon,https://www.instagram.com/explore/locations/264862653/gimcheon/,samdamong #김천힐링모텔 분리수거♻️분리세탁♻️자체세탁♻️ 여러대 세탁기 분리세탁!! 엄격한 관리!! 객실용품 따로!! 허드레빨래 따로!! 청결로는 김천 최고👍 둘째가라면 서러울 정도🙏 ㆍ ㆍ ⭐ 체육경기 관련 선수단환영👌 ⭐ 각종 세미나 관련 단체예약환영👌 ⭐ 김천여행 단체손님환영👌 ⭐ 예약문의 054) 434-8007👌 ㆍ ㆍ #단체손님 #단체손님환영 #선수단환영 #선수단숙소추천 #선수단숙소 #김천핫플 #김천여행 #김천직지사 #김천숙박 #김천 #김천모텔 #김천숙박 #김천모텔추천 #김천모텔맛집 #김천맛집 #김천맛집투어 #김천맛집근처숙박 #힐링모텔 #김천출장 #김천세탁맛집 #김천무인텔 #힐링무인텔 #서비스맛집 #세탁세제맛집 #대용량세탁세제 #프리미엄세탁세제 #오보에세탁세제 #오보에김천 #오보에스타그램 100주,"['김천힐링모텔', '단체손님', '단체손님환영', '선수단환영', '선수단숙소추천', '선수단숙소', '김천핫플', '김천여행', '김천직지사', '김천숙박', '김천', '김천모텔', '김천숙박', '김천모텔추천', '김천모텔맛집', '김천맛집', '김천맛집투어', '김천맛집근처숙박', '힐링모텔', '김천출장', '김천세탁맛집', '김천무인텔', '힐링무인텔', '서비스맛집', '세탁세제맛집', '대용량세탁세제', '프리미엄세탁세제', '오보에세탁세제', '오보에김천', '오보에스타그램']",36,2019년 12월 6일,,,,
samdamong,김천 직지사,https://www.instagram.com/explore/locations/246949217/,samdamong #김천핫플레이스 젊은 이들을 위한 [젊은 VIP룸] 💘 김천 최고의 시설!! 최선의 서비스!! [24시간] 풀가동!! 따뜻한 고객대기!! 김천에 가면 무조건 여기요 💘 ㆍ ㆍ ⭐ 체육경기 관련 선수단환영👌 ⭐ 각종 세미나 관련 단체예약환영👌 ⭐ 김천여행 단체손님환영👌 ㆍ ㆍ #단체손님 #단체손님환영 #선수단환영 #선수단숙소추천 #선수단숙소 #김천핫플 #김천여행 #김천직지사 #김천숙박 #김천 #김천모텔 #김천숙박 #김천모텔추천 #김천모텔맛집 #김천맛집 #김천맛집투어 #김천맛집근처숙박 #힐링모텔 #김천출장 #김천힐링모텔 #김천무인텔 #힐링무인텔 #세탁세제맛집 #오보에세탁세제 #대용량 #프리미엄세탁세제 #오보에스타그램 101주,"['김천핫플레이스', '단체손님', '단체손님환영', '선수단환영', '선수단숙소추천', '선수단숙소', '김천핫플', '김천여행', '김천직지사', '김천숙박', '김천', '김천모텔', '김천숙박', '김천모텔추천', '김천모텔맛집', '김천맛집', '김천맛집투어', '김천맛집근처숙박', '힐링모텔', '김천출장', '김천힐링모텔', '김천무인텔', '힐링무인텔', '세탁세제맛집', '오보에세탁세제', '대용량', '프리미엄세탁세제', '오보에스타그램']",32,2019년 12월 4일,,,,
logenir_official,로제니아호텔,https://www.instagram.com/explore/locations/1156714101155706/,logenir_official 여러분! 벌써 연말이에요 🥳 저희 로제니아에서는 다가올 크리스마스와 새해를 기념하여 패키지 상품을 준비했어요! 저렴한 가격에 와인과 프레즐까지!👏🏻👏🏻 많은 이용 부탁드리며 예약문의는 054-429-4700으로 부탁드립니다🥰 102주,"['로제니아호텔', '로제니아', '김천호텔', '김천뷔페', '김천숙박', '호텔로제니아', '김천핫플', '김천혁신도시', '김천율곡동', '김천맛집', '봉쁠라', '봉쁠라돌상', '봉쁠라뷔페', '봉쁠라돌잔치', '로제니아돌상', '로제니아돌잔치', '로제니아호텔돌잔치', '로제니아뷔페', '김천카페', '크리스마스', '크리스마스트리', '크리스마스파티', '크리스마스이브', '크리스마스패키지', '호텔패키지', '호텔패키지추천']",137,2019년 11월 24일,logenir_official,21.0,1003.0,로제니아 호텔 호텔/숙박 LOGENIR HOTELㅣ로제니아호텔 경북 김천 혁신 도시 호텔 ⠀⠀⠀ ■ 객실 예약문의 054 . 429 . 4700 ■ 봉쁠라 뷔페 예약문의 054 . 429 . 4750 ⠀⠀⠀ #로제니아호텔 #Logenir www.logenir.com
samdamong,김천 직지사,https://www.instagram.com/explore/locations/246949217/,samdamong #김천모텔 🏪 24시간 온기있게 따뜻하게👉 손님이 있건없건 온기유지👉 마음까지 녹여줄 힐링플레이스👉 ㆍ ㆍ ✅ 체육경기 관련 선수단환영 ✅ 각종 세미나 관련 단체예약환영 ✅ 김천여행 단체손님환영 ㆍ ㆍ #단체손님 #단체손님환영 #선수단환영 #선수단숙소추천 #선수단숙소 #김천핫플 #김천여행 #김천직지사 #김천숙박 #김천 #김천호텔 #김천숙박 #김천스타그램 #김천모텔맛집 #김천맛집 #김천맛집투어 #김천맛집근처숙박 #힐링모텔 #김천출장 #김천힐링모텔 #김천무인텔 #힐링무인텔 #세탁세제맛집 #오보에세탁세제 #대용량 #프리미엄세탁세제 #오보에스타그램 102주,"['김천모텔', '단체손님', '단체손님환영', '선수단환영', '선수단숙소추천', '선수단숙소', '김천핫플', '김천여행', '김천직지사', '김천숙박', '김천', '김천호텔', '김천숙박', '김천스타그램', '김천모텔맛집', '김천맛집', '김천맛집투어', '김천맛집근처숙박', '힐링모텔', '김천출장', '김천힐링모텔', '김천무인텔', '힐링무인텔', '세탁세제맛집', '오보에세탁세제', '대용량', '프리미엄세탁세제', '오보에스타그램']",33,2019년 11월 23일,,,,
samdamong,김천 직지사,https://www.instagram.com/explore/locations/246949217/,samdamong #단체예약환영 김천 최고의 시설 최선의 서비스👍 ㆍ ⭐ 체육경기 관련 선수단환영👌 ⭐ 각종 세미나 관련 단체예약환영👌 ⭐ 김천여행 단체손님환영👌 ㆍ 입구에서 [오보에] 소개로 왔다고 하면 더!더!!더!!! 환영✌ ㆍ ㆍ #단체손님 #단체손님환영 #선수단환영 #선수단숙소추천 #선수단숙소 #김천핫플 #김천여행 #김천직지사 #김천숙박 #김천 #김천모텔 #김천숙박 #김천모텔추천 #김천모텔맛집 #김천맛집 #김천맛집투어 #김천맛집근처숙박 #힐링모텔 #김천출장 #김천힐링모텔 #김천무인텔 #힐링무인텔 #세탁세제맛집 #오보에세탁세제 #대용량 #프리미엄세탁세제 #오보에스타그램 104주,"['단체예약환영', '단체손님', '단체손님환영', '선수단환영', '선수단숙소추천', '선수단숙소', '김천핫플', '김천여행', '김천직지사', '김천숙박', '김천', '김천모텔', '김천숙박', '김천모텔추천', '김천모텔맛집', '김천맛집', '김천맛집투어', '김천맛집근처숙박', '힐링모텔', '김천출장', '김천힐링모텔', '김천무인텔', '힐링무인텔', '세탁세제맛집', '오보에세탁세제', '대용량', '프리미엄세탁세제', '오보에스타그램']",30,2019년 11월 13일,,,,
samdamong,NULL,NULL,samdamong #Repost @healing.mt (@get_repost) ・・・ 힐링모텔은 세탁도 직접해요~ . 수건으로 청소하는 타업소와는 비교불가! 수건과 걸레를 철저히 분리해서 청소와 세탁까지!👏 . 보이시나요? 수건용 세탁기와 걸레용 세탁기가 따로따로! 👍 . 고급진 오보에 세탁 세제로 깨끗하게😘 . 대용량 건조기로 고온 살균! 🎉 . 🥰선수예약팀은 세탁 서비스까지~!유후~^^* ☎️ 예약문의 054-434-8007  #모텔 #청결 #주인이 #세탁까지 #오보에세탁세제 #깨끗한 세탁 #힐링모텔 #힐링무인텔 #김천모텔추천 #김천숙박 #직지사숙박 #직지사모텔 #김천무인텔 #방음완벽 #세탁세제추천 #세탁세제맛집 #대용량세탁세제 #대용량세탁세제추천 #오보에스타그램 105주,"['Repost', '모텔', '청결', '주인이', '세탁까지', '오보에세탁세제', '깨끗한', '힐링모텔', '힐링무인텔', '김천모텔추천', '김천숙박', '직지사숙박', '직지사모텔', '김천무인텔', '방음완벽', '세탁세제추천', '세탁세제맛집', '대용량세탁세제', '대용량세탁세제추천', '오보에스타그램']",31,2019년 11월 4일,,,,
healing.mt,김천 직지사,https://www.instagram.com/explore/locations/246949217/,healing.mt 힐링모텔은 세탁도 직접해요~ . 수건으로 청소하는 타업소와는 비교불가! 수건과 걸레를 철저히 분리해서 청소와 세탁까지!👏 . 보이시나요? 수건용 세탁기와 걸레용 세탁기가 따로따로! 👍 . 고급진 오보에 세탁 세제로 깨끗하게😘 . 대용량 건조기로 고온 살균! 🎉 . 🥰선수예약팀은 세탁 서비스까지~!유후~^^* ☎️ 예약문의 054-434-8007  #모텔 #청결 #주인이 #세탁까지 #오보에세제 #깨끗한 세탁 #힐링모텔 #힐링무인텔 #김천모텔추천 #김천숙박 #직지사숙박 #직지사모텔 #김천무인텔 #방음완벽 105주,"['모텔', '청결', '주인이', '세탁까지', '오보에세제', '깨끗한', '힐링모텔', '힐링무인텔', '김천모텔추천', '김천숙박', '직지사숙박', '직지사모텔', '김천무인텔', '방음완벽']",8,2019년 11월 3일,healing.mt,4.0,16.0,healing.mt 제품/서비스 김천 숙박 무인텔 힐링모텔 김천시 대항면 덕전길 160 . 예약문의 환영 (선수예약 환영) ☎️ 054-434-8007 . 깨끗하고 방음 완벽한 무인텔🥰 숙박 손님 컵라면 서비스~🍜 항상 친절하게 모시겠습니다♥️
chi_reng,김천혁신도시,https://www.instagram.com/explore/locations/612341252290461/,"chi_reng - ⠀⠀⠀⠀⠀⠀⠀ 김천구미역에서 가까워서 여행, 출장 숙소로 좋은 김천호텔이상 ⠀⠀⠀⠀⠀⠀⠀ 김천 신축모텔답게 깔끔하고 세련된 인테리어는 물론 청결상태 위생상태가 아주 좋아서 호캉스하기 너모 좋아따 (•ૢꆤ ˙̫̮ ꆤ•ૢ) ⠀⠀⠀⠀⠀⠀⠀ 🏷 주소｜ 경북 김천시 혁신2로 10 🏷 전화번호｜ 054-435-7240  여기어때 예약가능 전객실 에이스침대, 최고급 연수기 욕조설치 짐 보관 서비스, 1객실 1주차, 65인치 대형TV ⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀ #김천호텔이상 #김천호텔 #김천모텔 #김천숙소 #이놀자데뷰#김천혁신도시숙소 #김천혁신도시호텔 #김천혁신도시모텔#김천구미역호탤 #김천구미역모텔 #김천신축호텔#김천율곡동호텔 #김천숙박 #김천율곡동모텔 #비지니스호텔#맞팔#선팔#좋아요#데일리#일상#먹방#여행#여행스타그램 105주","['김천호텔이상', '김천호텔', '김천모텔', '김천숙소', '이놀자데뷰', '김천혁신도시숙소', '김천혁신도시호텔', '김천혁신도시모텔', '김천구미역호탤', '김천구미역모텔', '김천신축호텔', '김천율곡동호텔', '김천숙박', '김천율곡동모텔', '비지니스호텔', '맞팔', '선팔', '좋아요', '데일리', '일상', '먹방', '여행', '여행스타그램']",13,2019년 10월 31일,chi_reng,281.0,464.0,대구경북 먹스타그램🐷 개인 블로그 늦어도 답방 꼭 갈테니 기다려주세요 ₍o̴̶̷᷄﹏o̴̶̷̥᷅₎ 선팔 좋아요(⁎⁍̴̆Ɛ⁍̴̆⁎) 언팔 싫어요 ಠ_ಠ ⠀⠀⠀⠀⠀⠀⠀⠀ 협찬 문의는 DM / 블로그 이웃해요 ෆ blog.naver.com/genie_zzang
healing.mt,김천 직지사,https://www.instagram.com/explore/locations/246949217/,"healing.mt 청결을 최고로 생각하는 주인이 직접 운영하는 힐링 무인텔 입니다. 쌀씰해진 날씨 , 전자파 걱정없는 온수 난방 보일러로 훈훈한 객실.  #힐링모텔 #힐링무인텔 #김천 #모텔 #김천모텔 #김천무인텔 #김천숙박 #김천모텔추천 #직지사모텔 #연화지모텔 #통라텍스 #라텍스침대 #바디프랜드 #안마의자 #월풀욕조 #편백나무 #건식 #사우나 #방음 #완벽  청결과 친절을 최고로 생각하는 모텔♥️ 🎃예약문의 환영 (운동선수 예약문의 환영)🎃 ☎️054-434-8007 106주","['힐링모텔', '힐링무인텔', '김천', '모텔', '김천모텔', '김천무인텔', '김천숙박', '김천모텔추천', '직지사모텔', '연화지모텔', '통라텍스', '라텍스침대', '바디프랜드', '안마의자', '월풀욕조', '편백나무', '건식', '사우나', '방음', '완벽']",10,2019년 10월 30일,,,,
samdamong,직지사 (直指寺),https://www.instagram.com/explore/locations/297918710811268/,samdamong #김천힐링모텔 고객님들 가치를 같이하는 #김천핫플레이스  흰색전용세탁세제 #500플러스 컬러전용세탁세제 #300플러스 그리고.. 오늘은.. 다용도세탁세제 #100플러스 세탁물도 품목별 종류별 분류하고.. 세탁세제도 전용세제로 분류해서.. 부지런한 배려 👍 세심한 배려 👍 오늘도 배우고 갑니다 🙏🙏🙏 ㆍ ㆍ #김천모텔 #김천모텔맛집 #직지사모텔 #김천숙박 #김천무인텔 #김천힐링무인텔 #김천선수단숙소 #김천서비스맛집 #김천여행 #김천호텔 #김천맛집 #선수단숙소추천 #선수단숙소 #선수단세탁서비스 #김천맛집투어 #직지사근처 #산채한정식 #김천핫플 #프리미엄서비스 #오보에세탁세제 #오보에스타그램 107주,"['김천힐링모텔', '김천핫플레이스', '500플러스', '300플러스', '100플러스', '김천모텔', '김천모텔맛집', '직지사모텔', '김천숙박', '김천무인텔', '김천힐링무인텔', '김천선수단숙소', '김천서비스맛집', '김천여행', '김천호텔', '김천맛집', '선수단숙소추천', '선수단숙소', '선수단세탁서비스', '김천맛집투어', '직지사근처', '산채한정식', '김천핫플', '프리미엄서비스', '오보에세탁세제', '오보에스타그램']",42,2019년 10월 21일,,,,
samdamong,Gimcheon,https://www.instagram.com/explore/locations/264862653/gimcheon/,samdamong 😭 경기가 계속 어려워지지만.. 🤔 모른다고 저렴한 제품을 사용하면.. 🤗 세심한 배려에 감동하는 고객님들께.. 🥰 죄송하다며 최상의 제품을 고집x고집!! 👉 체육경기로 숙박하는 선수들을 위한.. [세탁서비스]가 있다는 놀라운 사실 👍 ㆍ ㆍ #김천힐링모텔 #김천모텔 #김천무인텔 #김천숙박 #김천호텔 #김천모텔맛집 #프리미엄서비스 #선수단 #세탁서비스 #선수숙소 #선수단환영 #선수단숙소추천 #프리미엄세탁세제 #대용량세탁세제추천 #세탁세제추천 #500플러스 #300플러스 #100플러스 #오보에세탁세제 #세탁세제 #세탁세제맛집 #오보에스타그램 108주,"['김천힐링모텔', '김천모텔', '김천무인텔', '김천숙박', '김천호텔', '김천모텔맛집', '프리미엄서비스', '선수단', '세탁서비스', '선수숙소', '선수단환영', '선수단숙소추천', '프리미엄세탁세제', '대용량세탁세제추천', '세탁세제추천', '500플러스', '300플러스', '100플러스', '오보에세탁세제', '세탁세제', '세탁세제맛집', '오보에스타그램']",33,2019년 10월 15일,,,,
samdamong,Gimcheon,https://www.instagram.com/explore/locations/264862653/gimcheon/,samdamong 듣고👂보고 👀 확인한 #김천힐링모텔 👍 김천에 가면 숙식은 고민 ❌ 걱정 ❌ ㆍ ㆍ ✅ 지하수 자체가 없는 100% 수돗물 사용!! 지하수의 소독약품냄새 ❌ 미끌거림 ❌ ㆍ ㆍ ✅ 온수난방보일러 + 20톤 대형물탱크!! 전기판넬로 난방을하는 타 업소와 달리 추운 겨울철 객실은 24시간 훈훈한 온기와 24시간 데워지는 넉넉한 온수 완비! ㆍ ㆍ ✅ wifi도 차단 될 정도의 완벽한 방음!! 커플고객도 걱정 ❌ 패밀리고객도 걱정 ❌ ㆍ ㆍ ✅ 항상 노력하는 프리미엄 객실서비스!! 스파..고급안마의자..간이찜질방..고급침구 ..간단한 음료와 속을 달래줄 컵라면까지! ㆍ ㆍ ✅ 주변 볼거리!! 맛거리!! 10분내 위치!! 대한민국 손꼽히는 유명사찰인 직지사.. 그리고 근처 즐비한 산채한정식 식당들! ㆍ ㆍ ✅ 철저한 위생관리와 세심한 배려!! 정기적 냉난방기 세척..필터링..항균소독! 침구류..소파..커튼..객실 구석구석 방역! 주인직접 운영 및 관리로 철저한 관리! 세탁물은 100% 자체적으로 세탁하며 저자극 프리미엄 고급전문세제 사용! ㆍ ㆍ ✅ 체육경기 선수단 환영 및 세탁서비스!! 경기로 지친 몸을 편히 쉴 수 있는 시설과 다양한 편의 서비스로 100% 만족 기대! 문의환영 ☎️ 054) 434 - 8007 ㆍ ㆍ #김천모텔 #김천숙박 #김천호텔 #김천 #직지사 #직지사근처 #힐링모텔 #무인텔 #김천모텔맛집 #김천서비스맛집 #갓성비 #선수단환영 #선수단숙소추천 #선수숙소 #김천여행 #김천맛집투어 #김천스타그램 #모텔스타그램 #숙소스타그램 #숙박맛집 #숙박스타그램 #단체환영 #단체예약환영 #김천무인텔 #김천힐링무인텔 #김천핫플 #오보에추천 #오보에스타그램 108주,"['김천힐링모텔', '김천모텔', '김천숙박', '김천호텔', '김천', '직지사', '직지사근처', '힐링모텔', '무인텔', '김천모텔맛집', '김천서비스맛집', '갓성비', '선수단환영', '선수단숙소추천', '선수숙소', '김천여행', '김천맛집투어', '김천스타그램', '모텔스타그램', '숙소스타그램', '숙박맛집', '숙박스타그램', '단체환영', '단체예약환영', '김천무인텔', '김천힐링무인텔', '김천핫플', '오보에추천', '오보에스타그램']",44,2019년 10월 13일,,,,
samdamong,Gimcheon,https://www.instagram.com/explore/locations/264862653/gimcheon/,samdamong 🏩 몰래하는 엄청난 프리미엄서비스 👍 가는 날이 장날인가 했더니..이거슨 !! 에어컨청소를 필터링도 부족함을 느껴 전문기관을 통해 세척에 항균처리까지 !! 객실은 물론이고 주차장 구석구석까지 방역작업을 정기적으로 하신다 하네요 👍 주인님 직접 운영하시고 엄청 깔끔하셔서 동네방네 소문이 쫘~~~악 👏👏👏 김천에 가면 무조건 [ 힐링모텔 ] GOGO 👉 ☎️ 문의전화 054) 434 - 8007 ㆍ ㆍ #김천힐링모텔 #김천모텔 #김천무인텔 #힐링모텔 #힐링무인텔 #김천모텔맛집 #김천스타그램 #모텔스타그램 #모텔맛집 #선수단환영 #선수단숙소추천 #숙소추천 #김천숙박 #김천호텔 #김천맛집근처숙박 #김천맛집투어 #숙박스타그램 #선수단 #프리미엄서비스 #서비스맛집 #갓성비 #오보에추천 #오보에스타그램 108주,"['김천힐링모텔', '김천모텔', '김천무인텔', '힐링모텔', '힐링무인텔', '김천모텔맛집', '김천스타그램', '모텔스타그램', '모텔맛집', '선수단환영', '선수단숙소추천', '숙소추천', '김천숙박', '김천호텔', '김천맛집근처숙박', '김천맛집투어', '숙박스타그램', '선수단', '프리미엄서비스', '서비스맛집', '갓성비', '오보에추천', '오보에스타그램']",38,2019년 10월 12일,,,,
