id,location_info,location_href,main_text,hastag,like,date_text,user_id,Posts,Followers,user_profile
chi_reng,김천혁신도시,https://www.instagram.com/explore/locations/612341252290461/,"chi_reng - ⠀⠀⠀⠀⠀⠀⠀ 김천구미역에서 가까워서 여행, 출장 숙소로 좋은 김천호텔이상 ⠀⠀⠀⠀⠀⠀⠀ 김천 신축모텔답게 깔끔하고 세련된 인테리어는 물론 청결상태 위생상태가 아주 좋아서 호캉스하기 너모 좋아따 (•ૢꆤ ˙̫̮ ꆤ•ૢ) ⠀⠀⠀⠀⠀⠀⠀ 🏷 주소｜ 경북 김천시 혁신2로 10 🏷 전화번호｜ 054-435-7240  여기어때 예약가능 전객실 에이스침대, 최고급 연수기 욕조설치 짐 보관 서비스, 1객실 1주차, 65인치 대형TV ⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀ #김천호텔이상 #김천호텔 #김천모텔 #김천숙소 #이놀자데뷰#김천혁신도시숙소 #김천혁신도시호텔 #김천혁신도시모텔#김천구미역호탤 #김천구미역모텔 #김천신축호텔#김천율곡동호텔 #김천숙박 #김천율곡동모텔 #비지니스호텔#맞팔#선팔#좋아요#데일리#일상#먹방#여행#여행스타그램 105주","['김천호텔이상', '김천호텔', '김천모텔', '김천숙소', '이놀자데뷰', '김천혁신도시숙소', '김천혁신도시호텔', '김천혁신도시모텔', '김천구미역호탤', '김천구미역모텔', '김천신축호텔', '김천율곡동호텔', '김천숙박', '김천율곡동모텔', '비지니스호텔', '맞팔', '선팔', '좋아요', '데일리', '일상', '먹방', '여행', '여행스타그램']",13,2019년 10월 31일,chi_reng,281,464,대구경북 먹스타그램🐷 개인 블로그 늦어도 답방 꼭 갈테니 기다려주세요 ₍o̴̶̷᷄﹏o̴̶̷̥᷅₎ 선팔 좋아요(⁎⁍̴̆Ɛ⁍̴̆⁎) 언팔 싫어요 ಠ_ಠ ⠀⠀⠀⠀⠀⠀⠀⠀ 협찬 문의는 DM / 블로그 이웃해요 ෆ blog.naver.com/genie_zzang
logenir_official,로제니아호텔,https://www.instagram.com/explore/locations/1156714101155706/,"logenir_official 안녕하세요 호텔 로제니아입니다🥰 저희 로제니아에는 셀프로 이용하실 수 있는 코인세탁실이 마련되어 있습니다. 세탁,건조는 물론 다리미까지 이용할수 있다는 사실! 다양한 부대시설이 구비되어있는 ❤️로제니아호텔 많은 이용 부탁드립니다🧡 107주","['로제니아', '로제니아호텔', '김천로제니아호텔', '호텔로제니아', '로제니아봉쁠라', '로제니아뷔페', '김천', '김천호텔', '김천뷔페', '김천맛집', '김천맛집추천', '구미맛집', '구미핫플', '구미뷔페', '봉쁠라', '봉쁠라뷔페', '김천숙소', '먹스타그램', '호캉스', '비즈니스호텔', '김천혁신도시', '김천혁신맛집', '김천율곡동', '율곡동맛집', '김천구미', '김천구미역', 'logenir', 'logenirhotel', 'hotellogenir', 'gimcheonhotel']",202,2019년 10월 18일,,,,
leejihyun17,NULL,NULL,leejihyun17 #시크릿비즈니스모텔#김천무인텔#김천호텔#김천숙소#김천숙박#김천모텔#김천아포모텔#김천아포무인텔#추천 110주,"['시크릿비즈니스모텔', '김천무인텔', '김천호텔', '김천숙소', '김천숙박', '김천모텔', '김천아포모텔', '김천아포무인텔', '추천']",,2019년 10월 2일,leejihyun17,261,2796,leejihyun17
logenir_official,NULL,NULL,logenir_official ❤️안녕하세요🧡 🎉로제니아에서 주말특가이벤트를 진행합니다🎉 많은 이용부탁드리며 자세한사항은 위 내용을 참고해주세요🙏🏻 114주,"['로제니아', '로제니아호텔', '김천로제니아호텔', '호텔로제니아', '로제니아봉쁠라', '로제니아뷔페', '김천', '김천호텔', '김천뷔페', '김천맛집', '김천맛집추천', '구미맛집', '구미핫플', '구미뷔페', '봉쁠라', '봉쁠라뷔페', '김천숙소', '먹스타그램', '호캉스', '비즈니스호텔', '김천혁신도시', '김천혁신맛집', '김천율곡동', '율곡동맛집', '김천구미', '김천구미역', 'logenir', 'logenirhotel', 'hotellogenir', 'gimcheonhotel']",160,2019년 9월 3일,,,,
o2_muintel,NULL,NULL,o2_muintel 💡오투모텔 객실 소개💡 총 14개의 객실 중 -안마의자방 (101/102/106) -스파욕조방(201/203/205/206/207/208) -전동침대방(103/105/108) -원형침대방(107/202) 앞으로 객실사진 소개해드릴게요 🖤 많은 이용부탁드려요 . . #일상 #숙박 #대실 #구미숙박 #김천 #김천숙소 #무인텔 #무인모텔 #구미무인모텔 #숙소 #스파모텔 #안마의자숙소 #전동참대 114주,"['일상', '숙박', '대실', '구미숙박', '김천', '김천숙소', '무인텔', '무인모텔', '구미무인모텔', '숙소', '스파모텔', '안마의자숙소', '전동참대']",3,2019년 8월 30일,o2_muintel,2,16,김천 오투 무인텔 호텔/숙박 🏩 주소 : 김천시 아포읍 인리 150-9 🙆‍♀️ 문의 : 054)437-8778 프라이빗한 장소에서 편안한 시설을 즐겨보세요🖤 구미1대학/아포/김천 혁신도시 근방 최신 시설 👯‍♂️ www.o2motel.kr
logenir_official,NULL,NULL,logenir_official 안녕하세요🤗 한국의 대표 명절 중에 하나인 추석이 벌써 얼마 남지 않았는데요! 저희 로제니아에서는 더욱 편하고 행복한 추석을 만들어 드리기 위해 객실 할인 이벤트를 진행하게 되었습니다🎉 많은 관심과 이용 부탁드립니다🥰 115주,"['로제니아', '로제니아호텔', '김천로제니아호텔', '호텔로제니아', '로제니아봉쁠라', '로제니아뷔페', '김천', '김천호텔', '김천뷔페', '김천맛집', '김천맛집추천', '구미맛집', '구미뷔페', '봉쁠라', '봉쁠라뷔페', '김천숙소', '먹스타그램', '비즈니스호텔', '김천혁신도시', '김천혁신맛집', '김천율곡동', '율곡동맛집', '김천구미', '김천구미역', 'logenir', 'logenirhotel', 'hotellogenir', 'gimcheonhotel', '추석', '명절']",118,2019년 8월 23일,,,,
kimhyeonmin12,NULL,NULL,kimhyeonmin12 #시크릿비즈니스모텔#김천무인텔#김천호텔#김천숙소#김천숙박#김천모텔#김천아포모텔#김천아포무인텔#무인텔#좋아요#맛팔#선팔#셀피#인스타그램#숙소#휴식#여행#한국여행#가족여행#커플여행#모텔#호텔 116주,"['시크릿비즈니스모텔', '김천무인텔', '김천호텔', '김천숙소', '김천숙박', '김천모텔', '김천아포모텔', '김천아포무인텔', '무인텔', '좋아요', '맛팔', '선팔', '셀피', '인스타그램', '숙소', '휴식', '여행', '한국여행', '가족여행', '커플여행', '모텔', '호텔']",2,2019년 8월 20일,kimhyeonmin12,263,918,kimhyeonmin12
logenir_official,로제니아호텔,https://www.instagram.com/explore/locations/1156714101155706/,logenir_official 안녕하세요!🤗 로제니아에 하늘정원이 있는 거 알고계신가요? 로제니아 호텔 옥상에 위치하고 있는 하늘정원에서 멋진 야경을 즐겨보세요! 👍🏻 118주,"['로제니아', '로제니아호텔', '김천로제니아호텔', '호텔로제니아', '로제니아봉쁠라', '로제니아뷔페', '김천', '김천호텔', '김천뷔페', '김천맛집', '김천맛집추천', '구미맛집', '구미핫플', '구미뷔페', '봉쁠라', '봉쁠라뷔페', '김천숙소', '먹스타그램', '호캉스', '비즈니스호텔', '김천혁신도시', '김천혁신맛집', '김천율곡동', '율곡동맛집', '김천구미', '김천구미역', 'logenir', 'logenirhotel', 'hotellogenir', 'gimcheonhotel']",187,2019년 8월 2일,,,,
choesungyu12,NULL,NULL,choesungyu12 #시크릿비즈니스모텔#김천무인텔#김천호텔#김천숙소#김천숙박#김천모텔#김천아포모텔#김천아포무인텔#모텔#호텔#좋아요#맛팔#선팔#셀피#인스타그램#숙소#휴식#여행#한국여행#가족여행#커플여행 121주,"['시크릿비즈니스모텔', '김천무인텔', '김천호텔', '김천숙소', '김천숙박', '김천모텔', '김천아포모텔', '김천아포무인텔', '모텔', '호텔', '좋아요', '맛팔', '선팔', '셀피', '인스타그램', '숙소', '휴식', '여행', '한국여행', '가족여행', '커플여행']",4,2019년 7월 11일,choesungyu12,270,147,choesungyu12
choeinhyeong12,NULL,NULL,choeinhyeong12 #시크릿비즈니스모텔#김천무인텔#김천호텔#김천숙소#김천숙박#김천모텔#김천아포모텔#김천아포무인텔#좋아요#맛팔#선팔#셀피#인스타그램#숙소#휴식#여행#한국여행 124주,"['시크릿비즈니스모텔', '김천무인텔', '김천호텔', '김천숙소', '김천숙박', '김천모텔', '김천아포모텔', '김천아포무인텔', '좋아요', '맛팔', '선팔', '셀피', '인스타그램', '숙소', '휴식', '여행', '한국여행']",7,2019년 6월 20일,choeinhyeong12,123,254,choeinhyeong12
logenir_official,로제니아호텔,https://www.instagram.com/explore/locations/1156714101155706/,logenir_official 안녕하세요! 로제니아 호텔의 부대시설 중 하나인 피트니스센터입니다🤗 넓고 깔끔한 시설과 다양한 운동기구들이 구비되어있습니다! 💪🏻 ❤️아울러 인스타를 통한 다양한 이벤트를 진행할 예정이니 많은 관심 부탁드립니다🧡 125주,"['로제니아', '로제니아호텔', '김천로제니아호텔', '호텔로제니아', '로제니아봉쁠라', '로제니아뷔페', '김천', '김천호텔', '김천뷔페', '김천맛집', '김천맛집추천', '구미맛집', '구미뷔페', '봉쁠라', '김천숙소', '먹스타그램', '호캉스', '비즈니스호텔', '김천혁신도시', '김천혁신맛집', '김천율곡동', '율곡동맛집', '피트니스', '율곡동', '운동', '김천구미역', 'logenir', 'logenirhotel', 'hotellogenir', 'gimcheonhotel']",168,2019년 6월 15일,,,,
logenir_official,로제니아호텔,https://www.instagram.com/explore/locations/1156714101155706/,logenir_official 🎉로제니아호텔의 객실을 소개합니다!🎉 요즘 대세는 호캉스! 😆 감각적이면서도 분위기있는 로제니아에서 다가오는 여름 시원하고 편한하루를 즐겨보세요.  아울러 인스타를통한 다양한이벤트를 진행할예정이니 많은 관심부탁드립니다 💕 126주,"['로제니아', '로제니아호텔', '김천로제니아호텔', '호텔로제니아', '로제니아봉쁠라', '로제니아뷔페', '김천', '김천호텔', '김천뷔페', '김천맛집', '김천맛집추천', '구미맛집', '구미핫플', '구미뷔페', '봉쁠라', '봉쁠라뷔페', '김천숙소', '먹스타그램', '호캉스', '비즈니스호텔', '김천혁신도시', '김천혁신맛집', '김천율곡동', '율곡동맛집', '김천구미', '김천구미역', 'logenir', 'logenirhotel', 'hotellogenir', 'gimcheonhotel']",165,2019년 6월 6일,,,,
logenir_official,로제니아호텔,https://www.instagram.com/explore/locations/1156714101155706/,"logenir_official ⠀⠀⠀ 감각적이고 트렌드한 느낌의 호텔 뷔페를 맛보고 싶으신가요?☺️ 저희 호텔로제니아 봉쁠라 뷔페를 맛보신다면 후회하지 않으실 겁니다! 상설로 운영되고 있으며, 행사진행도 가능하오니 많은 예약 부탁드립니다❤️ 127주","['로제니아', '로제니아호텔', '김천로제니아호텔', '호텔로제니아', '로제니아봉쁠라', '로제니아뷔페', '김천', '김천호텔', '김천뷔페', '김천맛집', '김천맛집추천', '구미맛집', '구미핫플', '구미뷔페', '봉쁠라', '봉쁠라뷔페', '김천숙소', '먹스타그램', '호캉스', '비즈니스호텔', '김천혁신도시', '김천혁신맛집', '김천율곡동', '율곡동맛집', '김천구미', '김천구미역', 'logenir', 'logenirhotel', 'hotellogenir', 'gimcheonhotel']",174,2019년 6월 3일,,,,
choeseongug11,NULL,NULL,choeseongug11 #시크릿비즈니스모텔#김천무인텔#김천호텔#김천숙소#김천숙박#김천모텔#김천아포모텔#김천아포무인텔#motel#숙박#편안한숙소#좋아요#맛팔#선팔#셀피#인스타그램#깔끔한숙소#korea#travelling 128주,"['시크릿비즈니스모텔', '김천무인텔', '김천호텔', '김천숙소', '김천숙박', '김천모텔', '김천아포모텔', '김천아포무인텔', 'motel', '숙박', '편안한숙소', '좋아요', '맛팔', '선팔', '셀피', '인스타그램', '깔끔한숙소', 'korea', 'travelling']",9,2019년 5월 24일,choeseongug11,119,242,choeseongug11
ibyeongmin11,NULL,NULL,ibyeongmin11 #시크릿비즈니스모텔#김천무인텔#김천호텔#김천숙소#김천숙박#김천모텔#김천아포모텔#김천아포무인텔#호텔#무인텔#숙박#편안한숙소#좋아요#맛팔#선팔#셀피#인스타그램#깔끔한숙소 137주,"['시크릿비즈니스모텔', '김천무인텔', '김천호텔', '김천숙소', '김천숙박', '김천모텔', '김천아포모텔', '김천아포무인텔', '호텔', '무인텔', '숙박', '편안한숙소', '좋아요', '맛팔', '선팔', '셀피', '인스타그램', '깔끔한숙소']",7,2019년 3월 26일,ibyeongmin11,134,686,ibyeongmin11
pinkgaga77,NULL,NULL,pinkgaga77 #시크릿비즈니스모텔#김천무인텔#김천호텔#김천숙소#김천숙박#김천모텔#김천아포모텔#김천아포무인텔#호텔#모텔#숙박#편안한숙소#좋아요#맛팔#선팔#셀피#인스타그램#깔끔한숙소#김천모텔추천 139주,"['시크릿비즈니스모텔', '김천무인텔', '김천호텔', '김천숙소', '김천숙박', '김천모텔', '김천아포모텔', '김천아포무인텔', '호텔', '모텔', '숙박', '편안한숙소', '좋아요', '맛팔', '선팔', '셀피', '인스타그램', '깔끔한숙소', '김천모텔추천']",11,2019년 3월 12일,pinkgaga77,NaN,NaN,NaN
choeinhyeong11,NULL,NULL,choeinhyeong11 #시크릿비지니스모텔#김천무인텔#김천호텔#김천숙소#김천숙박#김천모텔#김천아포모텔#김천아포무인텔#무인텔#호텔#숙박#편안한숙소#좋아요#맛팔#선팔#셀피#인스타그램#깔끔한숙소 143주,"['시크릿비지니스모텔', '김천무인텔', '김천호텔', '김천숙소', '김천숙박', '김천모텔', '김천아포모텔', '김천아포무인텔', '무인텔', '호텔', '숙박', '편안한숙소', '좋아요', '맛팔', '선팔', '셀피', '인스타그램', '깔끔한숙소']",10,2019년 2월 11일,choeinhyeong11,114,78,choeinhyeong11
youngbeatles,NULL,NULL,youngbeatles #곳감#김천숙소# 154주,"['곳감', '김천숙소']",3,2018년 11월 25일,youngbeatles,8,49,정국영
coffeeblossom7,NULL,NULL,"coffeeblossom7 ""커피 한 잔 할까요?  에바알머슨의 시간 7시 어때요?"" #김천#김천카페맛집 #교동 #커피블럭 #커피블럭교동 #김천게스트하우스 #블러썸게스트하우스 #김천숙소 #airbnb 155주","['김천', '김천카페맛집', '교동', '커피블럭', '커피블럭교동', '김천게스트하우스', '블러썸게스트하우스', '김천숙소', 'airbnb']",48,2018년 11월 15일,,,,
choesungyu12,NULL,NULL,choesungyu12 #시크릿비지니스모텔#김천무인텔#김천호텔#김천숙소#김천숙박#김천모텔#김천아포모텔#김천아포무인텔#무인텔#호텔#모텔#숙박#편안한숙소#좋아요#맛팔#선팔#셀피#인스타그램#깔끔한숙소 156주,"['시크릿비지니스모텔', '김천무인텔', '김천호텔', '김천숙소', '김천숙박', '김천모텔', '김천아포모텔', '김천아포무인텔', '무인텔', '호텔', '모텔', '숙박', '편안한숙소', '좋아요', '맛팔', '선팔', '셀피', '인스타그램', '깔끔한숙소']",8,2018년 11월 8일,,,,
coffeeblossom7,NULL,NULL,coffeeblossom7 🌴🏠옥캉스~👣 #김천#김천숙소 #김천게스트하우스 #블러썸게스트하우스 #Blossom guesthouse #airbnb 161주,"['김천', '김천숙소', '김천게스트하우스', '블러썸게스트하우스', 'Blossom', 'airbnb']",45,2018년 10월 4일,,,,
kimhyeonmin12,NULL,NULL,kimhyeonmin12 #시크릿비즈니스모텔#김천무인텔#김천호텔#김천숙소#김천숙박#김천모텔#김천아포모텔#김천아포무인텔#무인텔#호텔#모텔#숙박#편안한숙소#좋아요#맛팔#선팔#셀피#인스타그램#깔끔한숙소 162주,"['시크릿비즈니스모텔', '김천무인텔', '김천호텔', '김천숙소', '김천숙박', '김천모텔', '김천아포모텔', '김천아포무인텔', '무인텔', '호텔', '모텔', '숙박', '편안한숙소', '좋아요', '맛팔', '선팔', '셀피', '인스타그램', '깔끔한숙소']",9,2018년 9월 27일,,,,
moon2knife_mathias,NULL,NULL,moon2knife_mathias #일상으로 #복귀 #김천숙소 #선풍기가 #생겼다 #소소한행복.. #작지만강한 #지오오디  #딥다이빙 #원탱크 #한계에 #도전하다 #최강 #대구노틸러스 #노틸러스다이브클럽 #SSI #PSAI #물속에미치다 #바다에미치다 #스킨스쿠버다이버 #프리다이빙 #드리프트다이빙 #다이빙교육 #다이빙장비판매 #Catholic #주님안에서 171주,"['일상으로', '복귀', '김천숙소', '선풍기가', '생겼다', '소소한행복', '작지만강한', '지오오디', '딥다이빙', '원탱크', '한계에', '도전하다', '최강', '대구노틸러스', '노틸러스다이브클럽', 'SSI', 'PSAI', '물속에미치다', '바다에미치다', '스킨스쿠버다이버', '프리다이빙', '드리프트다이빙', '다이빙교육', '다이빙장비판매', 'Catholic', '주님안에서']",16,2018년 7월 30일,moon2knife_mathias,1290,1354,문마티아 #대구스쿠버다이빙교육 #대구스킨스쿠버 #대구노틸러스다이브클럽 #moon강사 #문강사 #대구오픈워터교육 #대구어드벤스교육 #대구레스큐교육 #대구체험다이빙 #대구다이빙자격증발급 카톡아이디 millimeter2014 Mobile 010 4164 8282
coffeeblossom7,Gimcheon,https://www.instagram.com/explore/locations/264862653/gimcheon/,coffeeblossom7 커피골수 !! 출근길⏱ 한잔은🍵 무조건🌴 🍃 핫하게♥️♥️♥️ 8시 20분 잠시 출몰하는 커피마스터 . . . . . . . .. . . . . .. . . . .. . . . . .. #아메리카노#커피블럭#교동#로스터리카페#김천교동카페 #김천숙소 #김천혁신도시 #김천연화지#김천여행 #김천게스트하우스 #블러썸게스트하우스 #airbnb 176주,"['아메리카노', '커피블럭', '교동', '로스터리카페', '김천교동카페', '김천숙소', '김천혁신도시', '김천연화지', '김천여행', '김천게스트하우스', '블러썸게스트하우스', 'airbnb']",71,2018년 6월 22일,,,,
kanghyunjung11,NULL,NULL,kanghyunjung11 #시크릿비지니스모텔#김천무인텔#김천호텔#김천숙소#김천숙박#김천모텔#김천아포모텔#김천아포무인텔 179주,"['시크릿비지니스모텔', '김천무인텔', '김천호텔', '김천숙소', '김천숙박', '김천모텔', '김천아포모텔', '김천아포무인텔']",4,2018년 6월 1일,kanghyunjung11,171,4722,kanghyunjung11
moon2knife_mathias,NULL,NULL,moon2knife_mathias #김천숙소 #작은방에도 #성물을 #모셨다 #기도는 #나의힘 #요즘들어 #줄어든 #기도시간에ㅠㅠ #맘을 #다시 #잡아줘  #노틸러스다이브 #물속에미치다 #바다에미치다 #스킨스쿠버다이버 #프리다이빙 #딥딥퀵퀵 #드리프트다이빙 #천주교 #Catholic #Matthias #주님안에서 183주,"['김천숙소', '작은방에도', '성물을', '모셨다', '기도는', '나의힘', '요즘들어', '줄어든', '기도시간에ㅠㅠ', '맘을', '다시', '잡아줘', '노틸러스다이브', '물속에미치다', '바다에미치다', '스킨스쿠버다이버', '프리다이빙', '딥딥퀵퀵', '드리프트다이빙', '천주교', 'Catholic', 'Matthias', '주님안에서']",22,2018년 5월 3일,,,,
coffeeblossom7,Gimcheon,https://www.instagram.com/explore/locations/264862653/gimcheon/,coffeeblossom7 언제 또...봄 눈 녹듯 사라지고 없는 찰나의 시간  #김천#김천게스트하우스 #블러썸게스트하우스 #김천숙소#airbnb #연화지#김천카페#교동커피블럭 191주,"['김천', '김천게스트하우스', '블러썸게스트하우스', '김천숙소', 'airbnb', '연화지', '김천카페', '교동커피블럭']",67,2018년 3월 10일,,,,
coffeeblossom7,NULL,NULL,coffeeblossom7 접시에 쿠키 담다가 나온 게스트 간판  처음 열정을 잊을때마다 기분좋은 묘약이 되어줍니다^^ #김천게스트하우스 #김천숙박 #김천숙소#airbnb #blossomguesthouse#f4f #김천#교동#연화지#로스터리카페#커피블럭 #블러썸게스트하우스 237주,"['김천게스트하우스', '김천숙박', '김천숙소', 'airbnb', 'blossomguesthouse', 'f4f', '김천', '교동', '연화지', '로스터리카페', '커피블럭', '블러썸게스트하우스']",147,2017년 4월 20일,,,,
